relative_path,parent_dataset,extension,size_bytes,modified_at,detected_format,encoding,schema_or_fields,spatial_fields,detected_crs,time_fields,time_coverage,row_count_estimate,source_or_owner_hint,license_hint,sensitivity_or_risk,proposed_ingestion_route,decision,decision_reason,follow_up_required
歷史品管、即時海氣象水文觀測資料\NAMR\回船池\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,52,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\回船池\qc\2023.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,471920,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,3775,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\回船池\realtime\2023.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,482763,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,3837,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\外木山遙測站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,50,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\大武崙\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,50,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\大武崙\qc\2023.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,2040341,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,21077,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\大武崙\realtime\2023.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,761818,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,5449,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\大武崙\realtime\2024.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,937994,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,10085,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\大武崙\realtime\2025.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,1487790,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,12195,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\安平觀夕遙測站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,52,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\後壁湖遙測站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,52,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\旗津遙測站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,52,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東吉嶼資料浮標站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,50,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東吉嶼資料浮標站\qc\2023.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,910010,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,7602,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東吉嶼資料浮標站\qc\2024.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,836678,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,6943,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR qc（品管歷史） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東吉嶼資料浮標站\realtime\2023.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,5798948,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2023–2023,11317,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東吉嶼資料浮標站\realtime\2024.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,5533057,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2024–2024,10683,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東吉嶼資料浮標站\realtime\2025.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,1471500,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,2859,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東沙浮標\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,49,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\東沙浮標\realtime\2025.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,22703,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,測站編號; 時間; 陣風_風速; 風速; 風向; 氣壓; 氣溫; 海面溫度; 示性波高; 平均週期; 波向; 波浪尖峰週期; 流速; 分層流速{深度:流速}; 流向,中心經度; 中心緯度,,時間,2025–2025,213,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR realtime（即時） 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
歷史品管、即時海氣象水文觀測資料\NAMR\漁光島遙測站\LonLat.csv,歷史品管與即時海氣象水文觀測資料（NAMR）,.csv,52,2026-09-17T18:54:03+08:00,CSV,utf-8-sig,CenterLongitude; CenterLatitude,CenterLongitude; CenterLatitude,,,,2,NAMR,需確認各提供者授權條件,高（涉及安全決策風險）,live_or_time_series_candidate,時序工具候選,NAMR 座標或後設 資料。研究統計優先使用 qc 品管版本。不可列為 document_rag_candidate。歷史資料僅可回答歷史描述，不可提供當日下水安全判定。,確認時區（疑似 UTC+8）；確認授權（NAMR）；確認 qc 與 realtime 時間範圍
